location,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita
missouri,2012,1.22,0.33999999999999997,0.8600000000000001,2.42
missouri,2011,1.24,0.33999999999999997,0.8600000000000001,2.4499999999999997
missouri,2010,1.27,0.32,0.81,2.4099999999999997
missouri,2009,1.3,0.3,0.8300000000000001,2.4299999999999997
missouri,2008,1.32,0.3,0.8,2.42
missouri,2007,1.33,0.3,0.7799999999999999,2.4
missouri,2006,1.33,0.28,0.76,2.3699999999999997
missouri,2005,1.31,0.27,0.73,2.3
missouri,2004,1.33,0.27,0.72,2.32
missouri,2003,1.34,0.26,0.7,2.29
missouri,2002,1.36,0.25,0.6699999999999999,2.27
missouri,2001,1.34,0.23,0.6699999999999999,2.25
missouri,2000,1.35,0.23,0.6699999999999999,2.25
missouri,1999,1.35,0.23,0.6599999999999999,2.23
missouri,1998,1.33,0.23,0.63,2.18
missouri,1997,1.3,0.22,0.63,2.15
missouri,1996,1.31,0.22,0.5700000000000001,2.1
missouri,1995,1.31,0.2,0.62,2.14
missouri,1994,1.36,0.19,0.6599999999999999,2.21
missouri,1993,1.33,0.2,0.6699999999999999,2.2
missouri,1992,1.34,0.21000000000000002,0.69,2.24
missouri,1991,1.35,0.22,0.64,2.2
missouri,1990,1.37,0.22,0.7,2.3
missouri,1989,1.36,0.23,0.7,2.2800000000000002
missouri,1988,1.35,0.26,0.7,2.3099999999999996
missouri,1987,1.3800000000000001,0.28,0.73,2.3899999999999997
missouri,1986,1.3800000000000001,0.28,0.73,2.3899999999999997
missouri,1985,1.34,0.26,0.77,2.3699999999999997
missouri,1984,1.35,0.26,0.6799999999999999,2.29
missouri,1983,1.3800000000000001,0.22,0.7799999999999999,2.38
missouri,1982,1.3900000000000001,0.22,0.7899999999999999,2.3899999999999997
missouri,1981,1.41,0.22,0.8400000000000001,2.46
missouri,1980,1.3900000000000001,0.2,0.8400000000000001,2.44
missouri,1979,1.36,0.2,0.8600000000000001,2.42
missouri,1978,1.31,0.19,0.89,2.3899999999999997
missouri,1977,1.23,0.19,0.8300000000000001,2.24
montana,2016,1.62,0.52,0.98,3.11
montana,2015,1.6300000000000001,0.5,0.96,3.09
montana,2014,1.62,0.5,0.96,3.08
montana,2013,1.6300000000000001,0.49,0.9500000000000001,3.07
montana,2012,1.6500000000000001,0.48000000000000004,0.9400000000000001,3.07
montana,2011,1.61,0.47000000000000003,0.9,2.9699999999999998
montana,2010,1.6500000000000001,0.45,0.88,2.98
montana,2009,1.6400000000000001,0.45,0.8700000000000001,2.96
montana,2008,1.6600000000000001,0.44,0.8700000000000001,2.9699999999999998
montana,2007,1.6600000000000001,0.43000000000000005,0.8500000000000001,2.94
montana,2006,1.6300000000000001,0.41000000000000003,0.8200000000000001,2.8699999999999997
montana,2005,1.59,0.42000000000000004,0.77,2.7800000000000002
montana,2004,1.57,0.33999999999999997,0.75,2.66
montana,2003,1.56,0.32999999999999996,0.72,2.62
montana,2002,1.62,0.32999999999999996,0.7,2.65
montana,2001,1.58,0.3,0.6799999999999999,2.56
montana,2000,1.57,0.29000000000000004,0.6799999999999999,2.54
montana,1999,1.56,0.28,0.6699999999999999,2.51
montana,1998,1.53,0.27,0.65,2.4499999999999997
montana,1997,1.41,0.27,0.64,2.32
montana,1996,1.55,0.26,0.64,2.4499999999999997
montana,1995,1.52,0.25,0.7799999999999999,2.55
montana,1994,1.57,0.24000000000000002,0.7,2.51
montana,1993,1.49,0.25,0.73,2.4699999999999998
montana,1992,1.59,0.26,0.75,2.61
montana,1991,1.61,0.28,0.76,2.64
montana,1990,1.61,0.29000000000000004,0.77,2.67
montana,1989,1.59,0.29000000000000004,0.73,2.61
montana,1988,1.61,0.32,0.77,2.7
montana,1987,1.59,0.33999999999999997,0.7799999999999999,2.7
montana,1986,1.6,0.33999999999999997,0.8200000000000001,2.7600000000000002
montana,1985,1.62,0.32999999999999996,0.89,2.84
montana,1984,1.71,0.32,0.93,2.9699999999999998
montana,1983,1.8,0.32,0.99,3.11
montana,1982,1.82,0.32,1.02,3.16
montana,1981,1.9,0.32999999999999996,1.05,3.27
montana,1980,1.82,0.35,1.03,3.2
montana,1979,1.83,0.41000000000000003,1.05,3.29
montana,1978,1.82,0.2,1.07,3.09
montana,1977,1.82,0.2,1.1,3.11
nebraska,2016,1.3,0.22,0.71,2.23
nebraska,2015,1.34,0.22,0.71,2.27
nebraska,2014,1.37,0.21000000000000002,0.71,2.3
nebraska,2013,1.3900000000000001,0.21000000000000002,0.71,2.3099999999999996
nebraska,2012,1.41,0.21000000000000002,0.69,2.3099999999999996
nebraska,2011,1.3900000000000001,0.21000000000000002,0.69,2.2800000000000002
nebraska,2010,1.4,0.21000000000000002,0.6699999999999999,2.2800000000000002
nebraska,2009,1.42,0.2,0.6699999999999999,2.29
nebraska,2008,1.45,0.2,0.6799999999999999,2.3299999999999996
nebraska,2007,1.43,0.2,0.6699999999999999,2.3099999999999996
nebraska,2006,1.42,0.21000000000000002,0.71,2.3499999999999996
nebraska,2005,1.41,0.2,0.6799999999999999,2.29
nebraska,2004,1.44,0.2,0.65,2.2800000000000002
nebraska,2003,1.43,0.19,0.63,2.24
nebraska,2002,1.45,0.17,0.61,2.23
nebraska,2001,1.43,0.16,0.6,2.2
nebraska,2000,1.44,0.17,0.62,2.23
nebraska,1999,1.42,0.17,0.6,2.19
nebraska,1998,1.3900000000000001,0.18,0.58,2.16
nebraska,1997,1.35,0.18,0.56,2.09
nebraska,1996,1.35,0.18,0.5700000000000001,2.11
nebraska,1995,1.35,0.19,0.5700000000000001,2.1
nebraska,1994,1.3900000000000001,0.18,0.5700000000000001,2.14
nebraska,1993,1.37,0.18,0.59,2.14
nebraska,1992,1.37,0.18,0.61,2.16
nebraska,1991,1.4,0.18,0.61,2.19
nebraska,1990,1.41,0.2,0.64,2.25
nebraska,1989,1.41,0.2,0.64,2.2600000000000002
nebraska,1988,1.41,0.22,0.6599999999999999,2.3
nebraska,1987,1.43,0.23,0.6699999999999999,2.3299999999999996
nebraska,1986,1.41,0.23,0.69,2.3299999999999996
nebraska,1985,1.41,0.22,0.76,2.3899999999999997
nebraska,1984,1.46,0.21000000000000002,0.77,2.4299999999999997
nebraska,1983,1.5,0.21000000000000002,0.8,2.51
nebraska,1982,1.51,0.28,0.58,2.3699999999999997
nebraska,1981,1.57,0.2,0.88,2.65
nebraska,1980,1.56,0.19,0.88,2.63
nebraska,1979,1.52,0.18,0.89,2.59
nebraska,1978,1.48,0.18,0.9,2.56
nebraska,1977,1.46,0.17,0.91,2.54
nevada,2016,1.41,0.61,1.44,3.46
nevada,2015,1.3800000000000001,0.6599999999999999,1.29,3.3299999999999996
nevada,2014,1.41,0.6599999999999999,1.3,3.36
nevada,2013,1.4,0.63,1.28,3.3099999999999996
nevada,2012,1.41,0.62,1.24,3.27
nevada,2011,1.45,0.63,1.27,3.3499999999999996
nevada,2010,1.49,0.6,1.21,3.3
nevada,2009,1.53,0.56,1.11,3.21
nevada,2008,1.6300000000000001,0.61,1.29,3.53
nevada,2007,1.6600000000000001,0.62,1.23,3.52
nevada,2006,1.71,0.65,1.28,3.63
nevada,2005,1.6900000000000002,0.62,1.21,3.52
nevada,2004,1.73,0.63,1.25,3.61
nevada,2003,1.74,0.61,1.23,3.59
nevada,2002,1.74,0.6,1.22,3.56
nevada,2001,1.79,0.59,1.21,3.59
nevada,2000,1.79,0.62,1.26,3.67
nevada,1999,1.82,0.63,1.29,3.74
nevada,1998,1.8,0.58,1.23,3.62
nevada,1997,1.84,0.58,1.3,3.72
nevada,1996,1.91,0.59,1.3900000000000001,3.8899999999999997
nevada,1995,1.87,0.58,1.3900000000000001,3.84
nevada,1994,1.93,0.5700000000000001,1.51,4
nevada,1993,1.95,0.58,1.54,4.07
nevada,1992,2.02,0.62,1.61,4.25
nevada,1991,2.05,0.63,1.6300000000000001,4.31
nevada,1990,2.17,0.69,1.92,4.78
nevada,1989,2.12,0.71,1.87,4.7
nevada,1988,2.08,0.76,1.95,4.8
nevada,1987,2.01,0.8300000000000001,2.05,4.89
nevada,1986,2.04,0.8600000000000001,2.07,4.970000000000001
nevada,1985,1.96,0.8400000000000001,2.18,4.99
nevada,1984,1.97,0.8,2.32,5.1
nevada,1983,1.96,0.7799999999999999,2.4299999999999997,5.18
nevada,1982,2,0.77,2.5,5.2700000000000005
nevada,1981,2.08,0.8,2.71,5.59
nevada,1980,2.06,0.7799999999999999,2.9,5.75
nevada,1979,2.07,0.7899999999999999,2.9699999999999998,5.83
nevada,1978,2.01,0.77,3.34,6.13
nevada,1977,1.99,0.77,3.56,6.319999999999999
new hampshire,2016,1.87,0.88,2,4.76
new hampshire,2015,1.8800000000000001,0.88,1.96,4.72
new hampshire,2014,1.6900000000000002,0.89,1.96,4.54
new hampshire,2013,1.86,0.89,1.93,4.68
new hampshire,2012,1.9,0.8600000000000001,1.8900000000000001,4.6499999999999995
new hampshire,2011,1.86,0.92,1.98,4.7700000000000005
new hampshire,2010,1.81,0.8400000000000001,1.85,4.5
new hampshire,2009,1.79,0.8400000000000001,1.84,4.470000000000001
new hampshire,2008,1.78,0.81,1.79,4.39
new hampshire,2007,1.82,0.7899999999999999,1.75,4.359999999999999
new hampshire,2006,1.73,0.7799999999999999,1.77,4.28
new hampshire,2005,1.75,0.75,1.71,4.2
new hampshire,2004,1.74,0.73,1.6700000000000002,4.14
new hampshire,2003,1.75,0.71,1.6300000000000001,4.09
new hampshire,2002,1.75,0.7,1.6400000000000001,4.09
new hampshire,2001,1.75,0.6599999999999999,1.62,4.03
new hampshire,2000,1.78,0.65,1.6300000000000001,4.06
new hampshire,1999,1.77,0.65,1.6400000000000001,4.06
new hampshire,1998,1.77,0.55,1.6700000000000002,3.9899999999999998
new hampshire,1997,1.78,0.54,1.72,4.04
new hampshire,1996,1.78,0.53,1.79,4.109999999999999
new hampshire,1995,1.73,0.5,1.79,4.02
new hampshire,1994,1.75,0.48000000000000004,1.9,4.13
new hampshire,1993,1.83,0.54,2.01,4.38
new hampshire,1992,1.81,0.52,1.96,4.3
new hampshire,1991,1.85,0.49,1.96,4.3
new hampshire,1990,1.85,0.49,1.97,4.3
new hampshire,1989,1.87,0.5,2,4.38
new hampshire,1988,1.91,0.49,1.94,4.34
new hampshire,1987,1.93,0.5,1.99,4.42
new hampshire,1986,1.93,0.52,2.06,4.52
new hampshire,1985,1.99,0.53,2.22,4.74
new hampshire,1984,1.99,0.59,2.3299999999999996,4.92
new hampshire,1983,2.17,0.56,2.36,5.09
new hampshire,1982,1.9,0.59,2.3499999999999996,4.84
new hampshire,1981,1.8900000000000001,0.59,2.4299999999999997,4.91
new hampshire,1980,1.93,0.6,2.4899999999999998,5.02
new hampshire,1979,1.94,0.61,2.56,5.1
new hampshire,1978,1.95,0.53,2.88,5.359999999999999
new hampshire,1977,1.86,0.49,2.88,5.23
new jersey,2016,0.8200000000000001,0.59,0.92,2.34
new jersey,2015,0.8300000000000001,0.6,0.92,2.36
new jersey,2014,0.8400000000000001,0.62,0.92,2.3699999999999997
new jersey,2013,0.8400000000000001,0.61,0.92,2.36
new jersey,2012,0.88,0.6,0.9,2.3899999999999997
new jersey,2011,0.89,0.58,0.89,2.36
new jersey,2010,0.92,0.5700000000000001,0.8600000000000001,2.3499999999999996
new jersey,2009,0.91,0.5700000000000001,0.8600000000000001,2.34
new jersey,2008,0.93,0.55,0.8600000000000001,2.3499999999999996
new jersey,2007,0.93,0.55,0.8600000000000001,2.3299999999999996
new jersey,2006,0.9500000000000001,0.54,0.8500000000000001,2.3299999999999996
new jersey,2005,0.9500000000000001,0.52,0.8300000000000001,2.3
new jersey,2004,0.96,0.52,0.8200000000000001,2.3
new jersey,2003,0.9500000000000001,0.5,0.8,2.24
new jersey,2002,0.98,0.49,0.77,2.24
new jersey,2001,0.99,0.47000000000000003,0.75,2.2
new jersey,2000,0.97,0.47000000000000003,0.76,2.2
new jersey,1999,0.97,0.47000000000000003,0.74,2.18
new jersey,1998,0.98,0.46,0.71,2.15
new jersey,1997,0.99,0.46,0.74,2.19
new jersey,1996,1,0.44,0.76,2.2
new jersey,1995,1.06,0.44,0.7899999999999999,2.2800000000000002
new jersey,1994,1.04,0.43000000000000005,0.7899999999999999,2.27
new jersey,1993,1.07,0.42000000000000004,0.7899999999999999,2.29
new jersey,1992,1.07,0.44,0.8300000000000001,2.34
new jersey,1991,1.09,0.43000000000000005,0.8200000000000001,2.34
new jersey,1990,1.1500000000000001,0.48000000000000004,0.9500000000000001,2.58
new jersey,1989,1.1300000000000001,0.5,0.9500000000000001,2.58
new jersey,1988,1.1500000000000001,0.51,0.93,2.58
new jersey,1987,1.1800000000000002,0.54,1,2.72
new jersey,1986,1.1700000000000002,0.56,1.03,2.77
new jersey,1985,1.1700000000000002,0.55,1.07,2.79
new jersey,1984,1.1800000000000002,0.54,1.1,2.82
new jersey,1983,1.2,0.52,1.1300000000000001,2.8499999999999996
new jersey,1982,1.21,0.52,1.1300000000000001,2.8699999999999997
new jersey,1981,1.21,0.51,1.1500000000000001,2.8699999999999997
new jersey,1980,1.22,0.47000000000000003,1.1300000000000001,2.82
new jersey,1979,1.1800000000000002,0.43000000000000005,1.1,2.71
new jersey,1978,1.1700000000000002,0.41000000000000003,1.1,2.69
new jersey,1977,1.1600000000000001,0.4,1.1300000000000001,2.69
new mexico,2016,1.11,0.31,0.8500000000000001,2.27
new mexico,2015,1.03,0.3,0.7799999999999999,2.11
new mexico,2014,1.29,0.31,0.8200000000000001,2.42
new mexico,2013,1.1700000000000002,0.33999999999999997,0.8500000000000001,2.3499999999999996
new mexico,2012,1.24,0.32999999999999996,0.7899999999999999,2.36
new mexico,2011,1.32,0.31,0.73,2.3499999999999996
new mexico,2010,1.23,0.31,0.74,2.2800000000000002
new mexico,2009,1.34,0.31,0.72,2.38
new mexico,2008,1.41,0.31,0.71,2.4299999999999997
new mexico,2007,1.3900000000000001,0.3,0.7,2.3899999999999997
new mexico,2006,1.37,0.3,0.69,2.36
new mexico,2005,1.47,0.29000000000000004,0.6599999999999999,2.42
new mexico,2004,1.46,0.25,0.6599999999999999,2.36
new mexico,2003,1.52,0.27,0.61,2.4
new mexico,2002,1.52,0.26,0.61,2.4
new mexico,2001,1.54,0.25,0.61,2.3899999999999997
new mexico,2000,1.53,0.25,0.61,2.38
new mexico,1999,1.53,0.25,0.59,2.36
new mexico,1998,1.49,0.24000000000000002,0.58,2.3099999999999996
new mexico,1997,1.51,0.24000000000000002,0.58,2.3299999999999996
new mexico,1996,1.55,0.24000000000000002,0.59,2.38
new mexico,1995,1.56,0.24000000000000002,0.6,2.4
new mexico,1994,1.46,0.19,0.6,2.25
new mexico,1993,1.53,0.23,0.63,2.3899999999999997
new mexico,1992,1.56,0.25,0.6599999999999999,2.4699999999999998
new mexico,1991,1.6400000000000001,0.26,0.64,2.54
new mexico,1990,1.6800000000000002,0.28,0.6799999999999999,2.64
new mexico,1989,1.6700000000000002,0.29000000000000004,0.6599999999999999,2.62
new mexico,1988,1.6600000000000001,0.32999999999999996,0.6799999999999999,2.67
new mexico,1987,1.6500000000000001,0.36,0.6799999999999999,2.69
new mexico,1986,1.6600000000000001,0.36,0.71,2.73
new mexico,1985,1.71,0.36,0.77,2.84
new mexico,1984,1.72,0.28,0.76,2.7600000000000002
new mexico,1983,1.72,0.31,0.98,3.01
new mexico,1982,1.72,0.33999999999999997,0.93,2.9899999999999998
new mexico,1981,1.73,0.32,0.9500000000000001,3
new mexico,1980,1.6500000000000001,0.32,0.99,2.9699999999999998
new mexico,1979,1.6400000000000001,0.29000000000000004,0.97,2.9099999999999997
new mexico,1978,1.6500000000000001,0.31,0.96,2.9299999999999997
new mexico,1977,1.62,0.31,0.9500000000000001,2.88
new york,2016,0.91,0.53,0.7799999999999999,2.22
new york,2015,0.9,0.5,0.77,2.18
new york,2014,0.9,0.53,0.76,2.2
new york,2013,0.93,0.51,0.77,2.21
new york,2012,0.91,0.51,0.75,2.17
new york,2011,0.89,0.5,0.72,2.11
new york,2010,0.89,0.48000000000000004,0.71,2.09
new york,2009,0.92,0.47000000000000003,0.7,2.08
new york,2008,0.93,0.47000000000000003,0.6799999999999999,2.08
new york,2007,0.93,0.47000000000000003,0.69,2.1
new york,2006,0.89,0.46,0.6599999999999999,2.01
new york,2005,0.91,0.43000000000000005,0.65,1.99
new york,2004,0.92,0.42000000000000004,0.62,1.96
new york,2003,0.93,0.4,0.61,1.94
new york,2002,0.9500000000000001,0.38,0.59,1.92
new york,2001,0.96,0.37,0.56,1.8900000000000001
new york,2000,0.92,0.38,0.58,1.8800000000000001
new york,1999,0.93,0.37,0.56,1.85
new york,1998,0.9500000000000001,0.38,0.51,1.84
new york,1997,0.8600000000000001,0.36,0.56,1.79
new york,1996,0.91,0.36,0.5700000000000001,1.84
new york,1995,1,0.38,0.5700000000000001,1.95
new york,1994,0.98,0.35,0.6,1.93
new york,1993,1,0.35,0.62,1.97
new york,1992,1.04,0.37,0.6799999999999999,2.09
new york,1991,1.09,0.37,0.69,2.14
new york,1990,1.1300000000000001,0.41000000000000003,0.76,2.3
new york,1989,1.11,0.42000000000000004,0.81,2.34
new york,1988,1.1400000000000001,0.44,0.8600000000000001,2.4499999999999997
new york,1987,1.1400000000000001,0.47000000000000003,0.9,2.51
new york,1986,1.12,0.5,0.91,2.53
new york,1985,1.1400000000000001,0.49,0.98,2.61
new york,1984,1.1400000000000001,0.49,1.03,2.67
new york,1983,1.23,0.49,1.05,2.77
new york,1982,1.26,0.48000000000000004,1.11,2.8499999999999996
new york,1981,1.25,0.46,1.12,2.8299999999999996
new york,1980,1.27,0.46,1.1700000000000002,2.9099999999999997
new york,1979,1.21,0.44,1.1700000000000002,2.8299999999999996
new york,1978,1.1800000000000002,0.42000000000000004,1.1800000000000002,2.7800000000000002
new york,1977,1.1800000000000002,0.39,1.1800000000000002,2.75
north carolina,2016,1.05,0.43000000000000005,0.64,2.13
north carolina,2015,1.05,0.42000000000000004,0.63,2.1
north carolina,2014,1.04,0.41000000000000003,0.61,2.06
north carolina,2013,1.04,0.39,0.6,2.03
north carolina,2012,1.07,0.38,0.6,2.05
north carolina,2011,1.05,0.37,0.58,2.01
north carolina,2010,1.08,0.35,0.5700000000000001,2.01
north carolina,2009,1.09,0.32999999999999996,0.5700000000000001,1.99
north carolina,2008,1.1300000000000001,0.33999999999999997,0.5700000000000001,2.03
north carolina,2007,1.1500000000000001,0.32999999999999996,0.56,2.04
north carolina,2006,1.1400000000000001,0.32,0.54,2.01
north carolina,2005,1.1300000000000001,0.3,0.54,1.96
north carolina,2004,1.1600000000000001,0.3,0.53,1.99
north carolina,2003,1.21,0.27,0.52,2
north carolina,2002,1.25,0.27,0.5,2.02
north carolina,2001,1.24,0.25,0.51,2
north carolina,2000,1.22,0.25,0.52,1.98
north carolina,1999,1.21,0.24000000000000002,0.51,1.96
north carolina,1998,1.21,0.23,0.5,1.94
north carolina,1997,1.22,0.23,0.52,1.97
north carolina,1996,1.21,0.24000000000000002,0.52,1.98
north carolina,1995,1.12,0.21000000000000002,0.53,1.87
north carolina,1994,1.1400000000000001,0.21000000000000002,0.54,1.8900000000000001
north carolina,1993,1.1400000000000001,0.22,0.56,1.92
north carolina,1992,1.1400000000000001,0.23,0.59,1.96
north carolina,1991,1.11,0.24000000000000002,0.6,1.96
north carolina,1990,1.1600000000000001,0.27,0.65,2.08
north carolina,1989,1.1300000000000001,0.27,0.6599999999999999,2.05
north carolina,1988,1.11,0.28,0.6799999999999999,2.08
north carolina,1987,1.11,0.28,0.71,2.09
north carolina,1986,1.11,0.3,0.74,2.15
north carolina,1985,1.1,0.27,0.76,2.13
north carolina,1984,1.11,0.24000000000000002,0.7799999999999999,2.13
north carolina,1983,1.11,0.22,0.8,2.12
north carolina,1982,1.07,0.21000000000000002,0.8500000000000001,2.13
north carolina,1981,1.1,0.21000000000000002,0.8600000000000001,2.16
north carolina,1980,1.1,0.2,0.8500000000000001,2.16
north carolina,1979,1.04,0.21000000000000002,0.8400000000000001,2.09
north carolina,1978,1.02,0.19,0.8300000000000001,2.04
north carolina,1977,0.98,0.19,0.81,1.98
north dakota,2016,1.6400000000000001,0.33999999999999997,1.29,3.2600000000000002
north dakota,2015,1.58,0.35,1.32,3.25
north dakota,2014,1.6700000000000002,0.35,1.3900000000000001,3.4099999999999997
north dakota,2013,1.6800000000000002,0.32,1.37,3.38
north dakota,2012,1.75,0.3,1.37,3.42
north dakota,2011,1.6600000000000001,0.26,1.26,3.18
north dakota,2010,1.49,0.25,1.1900000000000002,2.9299999999999997
north dakota,2009,1.59,0.24000000000000002,1.1300000000000001,2.96
north dakota,2008,1.6,0.23,1.11,2.94
north dakota,2007,1.53,0.23,1.06,2.82
north dakota,2006,1.5,0.2,1,2.7
north dakota,2005,1.48,0.18,0.9400000000000001,2.6
north dakota,2004,1.49,0.18,0.8200000000000001,2.4899999999999998
north dakota,2003,1.53,0.17,0.8600000000000001,2.56
north dakota,2002,1.51,0.16,0.8300000000000001,2.5
north dakota,2001,1.46,0.15000000000000002,0.81,2.42
north dakota,2000,1.47,0.15000000000000002,0.7899999999999999,2.4
north dakota,1999,1.48,0.15000000000000002,0.7799999999999999,2.4099999999999997
north dakota,1998,1.45,0.13,0.76,2.3499999999999996
north dakota,1997,1.4,0.13,0.77,2.3
north dakota,1996,1.4,0.13,0.77,2.3
north dakota,1995,1.36,0.16,0.77,2.2800000000000002
north dakota,1994,1.3900000000000001,0.15000000000000002,0.7799999999999999,2.32
north dakota,1993,1.37,0.15000000000000002,0.8400000000000001,2.36
north dakota,1992,1.3800000000000001,0.15000000000000002,0.8500000000000001,2.3899999999999997
north dakota,1991,1.43,0.16,0.8600000000000001,2.44
north dakota,1990,1.47,0.17,0.93,2.56
north dakota,1989,1.41,0.17,0.8600000000000001,2.44
north dakota,1988,1.41,0.19,0.88,2.48
north dakota,1987,1.37,0.21000000000000002,0.89,2.4699999999999998
north dakota,1986,1.34,0.22,0.8700000000000001,2.44
north dakota,1985,1.34,0.19,0.96,2.5
north dakota,1984,1.41,0.17,0.99,2.56
north dakota,1983,1.49,0.17,1.05,2.71
north dakota,1982,1.52,0.18,1.09,2.79
north dakota,1981,1.53,0.18,1.1400000000000001,2.8499999999999996
north dakota,1980,1.52,0.17,1.1300000000000001,2.82
north dakota,1979,1.46,0.16,1.1,2.72
north dakota,1978,1.45,0.16,1.1500000000000001,2.7600000000000002
north dakota,1977,1.35,0.15000000000000002,1.12,2.62
ohio,2016,1.1500000000000001,0.31,0.58,2.04
ohio,2015,1.1700000000000002,0.3,0.56,2.03
ohio,2014,1.1900000000000002,0.3,0.54,2.03
ohio,2013,1.22,0.3,0.53,2.04
ohio,2012,1.23,0.29000000000000004,0.51,2.03
ohio,2011,1.24,0.28,0.49,2.02
ohio,2010,1.29,0.25,0.48000000000000004,2.02
ohio,2009,1.3,0.27,0.47000000000000003,2.03
ohio,2008,1.33,0.26,0.46,2.05
ohio,2007,1.34,0.25,0.45,2.04
ohio,2006,1.33,0.24000000000000002,0.44,2.01
ohio,2005,1.34,0.23,0.43000000000000005,2
ohio,2004,1.34,0.22,0.42000000000000004,1.97
ohio,2003,1.34,0.22,0.4,1.95
ohio,2002,1.35,0.21000000000000002,0.39,1.95
ohio,2001,1.34,0.21000000000000002,0.39,1.93
ohio,2000,1.32,0.21000000000000002,0.38,1.91
ohio,1999,1.32,0.2,0.37,1.9
ohio,1998,1.3,0.19,0.44,1.94
ohio,1997,1.28,0.19,0.43000000000000005,1.8900000000000001
ohio,1996,1.36,0.18,0.43000000000000005,1.97
ohio,1995,1.29,0.17,0.43000000000000005,1.8900000000000001
ohio,1994,1.31,0.16,0.37,1.85
ohio,1993,1.29,0.16,0.5,1.95
ohio,1992,1.32,0.17,0.5,1.98
ohio,1991,1.33,0.18,0.51,2.03
ohio,1990,1.34,0.22,0.53,2.09
ohio,1989,1.36,0.22,0.51,2.09
ohio,1988,1.35,0.24000000000000002,0.55,2.13
ohio,1987,1.35,0.24000000000000002,0.59,2.18
ohio,1986,1.32,0.25,0.6,2.18
ohio,1985,1.37,0.25,0.59,2.21
ohio,1984,1.41,0.25,0.61,2.27
ohio,1983,1.36,0.22,0.65,2.23
ohio,1982,1.4,0.22,0.6599999999999999,2.2800000000000002
ohio,1981,1.35,0.22,0.6799999999999999,2.25
ohio,1980,1.3900000000000001,0.21000000000000002,0.72,2.3299999999999996
ohio,1979,1.35,0.19,0.7,2.25
ohio,1978,1.1900000000000002,0.2,0.7,2.08
ohio,1977,1.1600000000000001,0.18,0.7,2.03
oklahoma,2016,1.05,0.2,0.63,1.8800000000000001
oklahoma,2015,1.07,0.19,0.62,1.8900000000000001
oklahoma,2014,1.09,0.19,0.63,1.91
oklahoma,2013,1.11,0.19,0.62,1.93
oklahoma,2012,1.1400000000000001,0.19,0.61,1.94
oklahoma,2011,1.1400000000000001,0.19,0.59,1.92
oklahoma,2010,1.1600000000000001,0.18,0.58,1.92
oklahoma,2009,1.1700000000000002,0.18,0.58,1.93
oklahoma,2008,1.22,0.18,0.58,1.97
oklahoma,2007,1.1700000000000002,0.17,0.5700000000000001,1.91
oklahoma,2006,1.1300000000000001,0.17,0.56,1.87
oklahoma,2005,1.09,0.16,0.55,1.8
oklahoma,2004,1.11,0.13,0.46,1.7
oklahoma,2003,1.06,0.13,0.74,1.93
oklahoma,2002,1.12,0.13,0.58,1.82
oklahoma,2001,1.11,0.12000000000000001,0.43000000000000005,1.6500000000000001
oklahoma,2000,1.12,0.12000000000000001,0.44,1.6900000000000002
oklahoma,1999,1.11,0.12000000000000001,0.44,1.6800000000000002
oklahoma,1998,1.12,0.12000000000000001,0.43000000000000005,1.6800000000000002
oklahoma,1997,1.1,0.12000000000000001,0.43000000000000005,1.6500000000000001
oklahoma,1996,1.09,0.12000000000000001,0.45,1.6600000000000001
oklahoma,1995,1.1,0.12000000000000001,0.44,1.6600000000000001
oklahoma,1994,1.1500000000000001,0.13,0.5,1.78
oklahoma,1993,1.11,0.11,0.48000000000000004,1.7
oklahoma,1992,1.1300000000000001,0.13,0.55,1.81
oklahoma,1991,1.09,0.13,0.54,1.76
oklahoma,1990,1.12,0.14,0.55,1.81
oklahoma,1989,1.08,0.14,0.54,1.75
oklahoma,1988,1.07,0.14,0.52,1.73
oklahoma,1987,1.06,0.15000000000000002,0.58,1.79
oklahoma,1986,1.06,0.15000000000000002,0.62,1.84
oklahoma,1985,1.05,0.15000000000000002,0.6799999999999999,1.8800000000000001
oklahoma,1984,1,0.16,0.74,1.91
oklahoma,1983,1.04,0.16,0.77,1.97
oklahoma,1982,1.1500000000000001,0.16,0.8200000000000001,2.14
oklahoma,1981,1.1400000000000001,0.16,0.8300000000000001,2.13
oklahoma,1980,1.07,0.16,0.71,1.94
oklahoma,1979,1.03,0.13,0.7799999999999999,1.94
oklahoma,1978,1.05,0.14,0.8,2
oklahoma,1977,1.04,0.13,0.77,1.95
oregon,2016,1.24,0.6,0.91,2.75
oregon,2015,1.23,0.58,0.9,2.71
oregon,2014,1.23,0.5700000000000001,0.9,2.7
oregon,2013,1.2,0.5700000000000001,0.89,2.66
oregon,2012,1.21,0.5700000000000001,0.89,2.66
oregon,2011,1.1800000000000002,0.56,0.8500000000000001,2.59
oregon,2010,1.1900000000000002,0.49,0.8300000000000001,2.51
oregon,2009,1.28,0.49,0.8200000000000001,2.59
oregon,2008,1.22,0.49,0.8300000000000001,2.54
oregon,2007,1.35,0.5,0.81,2.65
oregon,2006,1.32,0.49,0.7799999999999999,2.59
oregon,2005,1.1600000000000001,0.5,0.75,2.4
oregon,2004,1.23,0.49,0.72,2.44
oregon,2003,1.2,0.47000000000000003,0.69,2.36
