REGION,DIVISION,STATE,NAME,SEX,ORIGIN,RACE,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,CENSUS2010POP,POPESTIMATE2010
2,4,27,Minnesota,2,0,1,2262804,2267205,2279106,2284974,2289818,2294991,2298454,2306355,2314179,2321020,2326867,2330373,2331879
2,4,27,Minnesota,2,0,2,86830,87451,92688,97562,102405,107741,112844,119130,125182,130743,135053,137852,138148
2,4,27,Minnesota,2,0,3,28129,28248,28660,29067,29532,30042,30780,31369,32092,32739,32999,33567,33661
2,4,27,Minnesota,2,0,4,74122,75122,78955,82664,86111,89747,93453,97426,101474,105421,109238,112000,112571
2,4,27,Minnesota,2,0,5,954,957,1025,1080,1095,1169,1248,1336,1396,1448,1480,1455,1458
2,4,27,Minnesota,2,0,6,31080,31639,33715,35858,38038,40347,42767,45335,48228,51301,54321,56546,56918
2,4,27,Minnesota,2,1,0,2418455,2424293,2441747,2453519,2464039,2476014,2486072,2501886,2517992,2532769,2545446,2553405,2555445
2,4,27,Minnesota,2,1,1,2204225,2207873,2214510,2215867,2216308,2217630,2217320,2221047,2224889,2227589,2229499,2230025,2230898
2,4,27,Minnesota,2,1,2,84505,85104,90139,94898,99590,104538,109105,114918,120634,126069,130385,133043,133302
2,4,27,Minnesota,2,1,3,26359,26446,26633,26746,26894,27061,27220,27451,27634,27797,27935,28085,28157
2,4,27,Minnesota,2,1,4,73530,74527,78334,81986,85369,88890,92481,96376,100301,104212,107930,110723,111291
2,4,27,Minnesota,2,1,5,777,780,806,847,851,884,916,932,978,1006,1052,998,1004
2,4,27,Minnesota,2,1,6,29059,29563,31325,33175,35027,37011,39030,41162,43556,46096,48645,50531,50793
2,4,27,Minnesota,2,2,0,65464,66329,72402,77686,82960,88023,93474,99065,104559,109903,114512,118388,119190
2,4,27,Minnesota,2,2,1,58579,59332,64596,69107,73510,77361,81134,85308,89290,93431,97368,100348,100981
2,4,27,Minnesota,2,2,2,2325,2347,2549,2664,2815,3203,3739,4212,4548,4674,4668,4809,4846
2,4,27,Minnesota,2,2,3,1770,1802,2027,2321,2638,2981,3560,3918,4458,4942,5064,5482,5504
2,4,27,Minnesota,2,2,4,592,595,621,678,742,857,972,1050,1173,1209,1308,1277,1280
2,4,27,Minnesota,2,2,5,177,177,219,233,244,285,332,404,418,442,428,457,454
2,4,27,Minnesota,2,2,6,2021,2076,2390,2683,3011,3336,3737,4173,4672,5205,5676,6015,6125
3,6,28,Mississippi,0,0,0,2844754,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2967297,2970036
3,6,28,Mississippi,0,0,1,1761581,1762713,1762488,1763314,1766235,1775608,1782506,1770305,1779214,1785548,1788908,1789391,1789518
3,6,28,Mississippi,0,0,2,1035639,1037743,1040145,1042311,1046235,1054419,1061415,1070798,1082126,1092190,1097005,1103101,1105267
3,6,28,Mississippi,0,0,3,11906,11964,12457,12935,13497,14080,14509,15013,15424,15949,16367,16837,16845
3,6,28,Mississippi,0,0,4,19045,19240,19712,20443,21240,22205,23242,23300,24322,25196,26063,26477,26578
3,6,28,Mississippi,0,0,5,756,759,861,974,1056,1158,1219,1343,1429,1507,1689,1700,1701
3,6,28,Mississippi,0,0,6,15827,15934,17331,18704,20049,21540,23052,24219,25835,27416,28742,29791,30127
3,6,28,Mississippi,0,1,0,2805185,2808321,2808826,2810757,2816495,2833276,2845360,2840544,2858284,2872833,2879079,2885816,2887995
3,6,28,Mississippi,0,1,1,1730326,1731074,1727474,1725133,1724787,1730880,1733699,1718495,1722779,1724876,1724534,1723885,1723666
3,6,28,Mississippi,0,1,2,1029396,1031447,1033669,1035676,1039502,1047449,1054252,1063421,1074250,1084128,1088567,1094537,1096661
3,6,28,Mississippi,0,1,3,11324,11359,11608,11905,12281,12656,12877,13101,13315,13637,13755,13907,13906
3,6,28,Mississippi,0,1,4,18666,18861,19288,19990,20719,21699,22696,22725,23715,24555,25402,25786,25892
3,6,28,Mississippi,0,1,5,587,590,636,686,728,774,796,844,849,907,978,967,969
3,6,28,Mississippi,0,1,6,14886,14990,16151,17367,18478,19818,21040,21958,23376,24730,25843,26734,26901
3,6,28,Mississippi,0,2,0,39569,40032,44168,47924,51817,55734,60583,64434,70066,74973,79695,81481,82041
3,6,28,Mississippi,0,2,1,31255,31639,35014,38181,41448,44728,48807,51810,56435,60672,64374,65506,65852
3,6,28,Mississippi,0,2,2,6243,6296,6476,6635,6733,6970,7163,7377,7876,8062,8438,8564,8606
3,6,28,Mississippi,0,2,3,582,605,849,1030,1216,1424,1632,1912,2109,2312,2612,2930,2939
3,6,28,Mississippi,0,2,4,379,379,424,453,521,506,546,575,607,641,661,691,686
3,6,28,Mississippi,0,2,5,169,169,225,288,328,384,423,499,580,600,711,733,732
3,6,28,Mississippi,0,2,6,941,944,1180,1337,1571,1722,2012,2261,2459,2686,2899,3057,3226
3,6,28,Mississippi,1,0,0,1373601,1375800,1379508,1383269,1388701,1398895,1407981,1408665,1421279,1430851,1436774,1441240,1442847
3,6,28,Mississippi,1,0,1,865472,866278,866954,868254,870122,874799,878804,873838,878812,882552,884632,884939,885154
3,6,28,Mississippi,1,0,2,485280,486476,488195,489338,491508,495451,498953,503703,509655,513971,516536,519748,520932
3,6,28,Mississippi,1,0,3,5888,5920,6187,6407,6685,6987,7278,7548,7771,8073,8257,8529,8532
3,6,28,Mississippi,1,0,4,8940,9039,9292,9718,10073,10526,11029,11030,11553,11945,12344,12514,12558
3,6,28,Mississippi,1,0,5,389,394,449,493,547,599,657,708,775,816,883,930,932
3,6,28,Mississippi,1,0,6,7632,7693,8431,9059,9766,10533,11260,11838,12713,13494,14122,14580,14739
3,6,28,Mississippi,1,1,0,1350729,1352619,1353933,1355519,1358763,1366685,1372836,1371073,1380398,1387106,1390113,1393557,1394857
3,6,28,Mississippi,1,1,1,846791,847340,846087,845546,845597,848390,849974,843051,845336,846660,846415,846094,846097
3,6,28,Mississippi,1,1,2,482194,483356,484934,485975,488070,491893,495261,499869,505551,509692,512039,515144,516305
3,6,28,Mississippi,1,1,3,5551,5569,5686,5806,5981,6149,6278,6384,6495,6659,6701,6754,6752
3,6,28,Mississippi,1,1,4,8749,8848,9073,9483,9796,10247,10719,10725,11209,11595,11955,12124,12172
3,6,28,Mississippi,1,1,5,287,292,319,320,357,371,397,405,417,449,442,483,484
3,6,28,Mississippi,1,1,6,7157,7214,7834,8389,8962,9635,10207,10639,11390,12051,12561,12958,13047
3,6,28,Mississippi,1,2,0,22872,23181,25575,27750,29938,32210,35145,37592,40881,43745,46661,47683,47990
3,6,28,Mississippi,1,2,1,18681,18938,20867,22708,24525,26409,28830,30787,33476,35892,38217,38845,39057
3,6,28,Mississippi,1,2,2,3086,3120,3261,3363,3438,3558,3692,3834,4104,4279,4497,4604,4627
3,6,28,Mississippi,1,2,3,337,351,501,601,704,838,1000,1164,1276,1414,1556,1775,1780
3,6,28,Mississippi,1,2,4,191,191,219,235,277,279,310,305,344,350,389,390,386
3,6,28,Mississippi,1,2,5,102,102,130,173,190,228,260,303,358,367,441,447,448
3,6,28,Mississippi,1,2,6,475,479,597,670,804,898,1053,1199,1323,1443,1561,1622,1692
3,6,28,Mississippi,2,0,0,1471153,1472553,1473486,1475412,1479611,1490115,1497962,1496313,1507071,1516955,1522000,1526057,1527189
3,6,28,Mississippi,2,0,1,896109,896435,895534,895060,896113,900809,903702,896467,900402,902996,904276,904452,904364
3,6,28,Mississippi,2,0,2,550359,551267,551950,552973,554727,558968,562462,567095,572471,578219,580469,583353,584335
3,6,28,Mississippi,2,0,3,6018,6044,6270,6528,6812,7093,7231,7465,7653,7876,8110,8308,8313
3,6,28,Mississippi,2,0,4,10105,10201,10420,10725,11167,11679,12213,12270,12769,13251,13719,13963,14020
3,6,28,Mississippi,2,0,5,367,365,412,481,509,559,562,635,654,691,806,770,769
3,6,28,Mississippi,2,0,6,8195,8241,8900,9645,10283,11007,11792,12381,13122,13922,14620,15211,15388
3,6,28,Mississippi,2,1,0,1454456,1455702,1454893,1455238,1457732,1466591,1472524,1469471,1477886,1485727,1488966,1492259,1493138
3,6,28,Mississippi,2,1,1,883535,883734,881387,879587,879190,882490,883725,875444,877443,878216,878119,877791,877569
3,6,28,Mississippi,2,1,2,547202,548091,548735,549701,551432,555556,558991,563552,568699,574436,576528,579393,580356
3,6,28,Mississippi,2,1,3,5773,5790,5922,6099,6300,6507,6599,6717,6820,6978,7054,7153,7154
3,6,28,Mississippi,2,1,4,9917,10013,10215,10507,10923,11452,11977,12000,12506,12960,13447,13662,13720
3,6,28,Mississippi,2,1,5,300,298,317,366,371,403,399,439,432,458,536,484,485
3,6,28,Mississippi,2,1,6,7729,7776,8317,8978,9516,10183,10833,11319,11986,12679,13282,13776,13854
3,6,28,Mississippi,2,2,0,16697,16851,18593,20174,21879,23524,25438,26842,29185,31228,33034,33798,34051
3,6,28,Mississippi,2,2,1,12574,12701,14147,15473,16923,18319,19977,21023,22959,24780,26157,26661,26795
3,6,28,Mississippi,2,2,2,3157,3176,3215,3272,3295,3412,3471,3543,3772,3783,3941,3960,3979
3,6,28,Mississippi,2,2,3,245,254,348,429,512,586,632,748,833,898,1056,1155,1159
3,6,28,Mississippi,2,2,4,188,188,205,218,244,227,236,270,263,291,272,301,300
3,6,28,Mississippi,2,2,5,67,67,95,115,138,156,163,196,222,233,270,286,284
3,6,28,Mississippi,2,2,6,466,465,583,667,767,824,959,1062,1136,1243,1338,1435,1534
2,4,29,Missouri,0,0,0,5596564,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5988927,5996231
2,4,29,Missouri,0,0,1,4804663,4811076,4829908,4848677,4868796,4891042,4917028,4951012,4980125,5001808,5023152,5038407,5042425
2,4,29,Missouri,0,0,2,634758,637132,643919,650232,656313,663205,669907,678128,684018,689311,695364,700178,702033
2,4,29,Missouri,0,0,3,25797,25897,26402,26783,27219,27818,28216,28695,29155,29675,30081,30595,30689
2,4,29,Missouri,0,0,4,63048,63910,67331,71028,74689,78638,82736,87067,90822,94108,97477,100213,100746
2,4,29,Missouri,0,0,5,3362,3409,3693,4112,4346,4689,5116,5567,5958,6414,6636,7178,7198
2,4,29,Missouri,0,0,6,64936,65861,69889,73993,78040,82349,87297,92235,97534,102600,108378,112356,113140
2,4,29,Missouri,0,1,0,5477944,5487426,5512298,5536997,5562542,5591693,5624330,5665619,5700097,5726899,5755168,5776457,5782176
2,4,29,Missouri,0,1,1,4697852,4703213,4714499,4725733,4738332,4753240,4771226,4796261,4816690,4830903,4845448,4855967,4858735
2,4,29,Missouri,0,1,2,629377,631691,638071,643938,649575,655827,661926,669468,674820,679571,684991,689391,691169
2,4,29,Missouri,0,1,3,23566,23623,23819,23924,24033,24225,24160,24197,24349,24286,24229,24179,24252
2,4,29,Missouri,0,1,4,62195,63057,66383,70020,73584,77393,81445,85594,89243,92456,95744,98340,98867
2,4,29,Missouri,0,1,5,3009,3051,3236,3570,3707,3994,4322,4690,4990,5330,5469,5848,5864
2,4,29,Missouri,0,1,6,61945,62791,66290,69812,73311,77014,81251,85409,90005,94353,99287,102732,103289
2,4,29,Missouri,0,2,0,118620,119859,128844,137828,146861,156048,165970,177085,187515,197017,205920,212470,214055
2,4,29,Missouri,0,2,1,106811,107863,115409,122944,130464,137802,145802,154751,163435,170905,177704,182440,183690
2,4,29,Missouri,0,2,2,5381,5441,5848,6294,6738,7378,7981,8660,9198,9740,10373,10787,10864
2,4,29,Missouri,0,2,3,2231,2274,2583,2859,3186,3593,4056,4498,4806,5389,5852,6416,6437
2,4,29,Missouri,0,2,4,853,853,948,1008,1105,1245,1291,1473,1579,1652,1733,1873,1879
2,4,29,Missouri,0,2,5,353,358,457,542,639,695,794,877,968,1084,1167,1330,1334
2,4,29,Missouri,0,2,6,2991,3070,3599,4181,4729,5335,6046,6826,7529,8247,9091,9624,9851
2,4,29,Missouri,1,0,0,2721601,2727498,2745666,2764349,2782847,2805056,2827430,2855141,2880119,2899079,2919067,2933477,2937497
2,4,29,Missouri,1,0,1,2347030,2350677,2361327,2372324,2383545,2397678,2411884,2430481,2447026,2458888,2470782,2479144,2481505
2,4,29,Missouri,1,0,2,297692,299013,302537,305978,309205,312733,316190,320506,323971,326690,330039,332521,333475
2,4,29,Missouri,1,0,3,13117,13158,13387,13600,13757,14152,14279,14572,14852,15071,15344,15545,15595
2,4,29,Missouri,1,0,4,30276,30694,32290,34037,35699,37608,39444,41294,43058,44510,45958,47239,47492
2,4,29,Missouri,1,0,5,1714,1740,1881,2079,2232,2368,2596,2802,3042,3231,3396,3599,3612
2,4,29,Missouri,1,0,6,31772,32216,34244,36331,38409,40517,43037,45486,48170,50689,53548,55429,55818
2,4,29,Missouri,1,1,0,2659065,2664324,2677920,2692058,2706028,2723408,2740734,2762725,2782172,2796193,2811563,2822737,2825911
2,4,29,Missouri,1,1,1,2290346,2293447,2300259,2307453,2314912,2325236,2335265,2349244,2361264,2369242,2377731,2383730,2385408
2,4,29,Missouri,1,1,2,295038,296325,299653,302877,305873,309082,312255,316277,319438,321877,324836,327163,328079
2,4,29,Missouri,1,1,3,11990,12011,12107,12163,12164,12278,12252,12233,12325,12268,12190,12163,12200
2,4,29,Missouri,1,1,4,29844,30262,31791,33504,35144,36949,38774,40560,42241,43672,45092,46240,46489
2,4,29,Missouri,1,1,5,1535,1558,1648,1791,1885,2004,2176,2324,2521,2664,2775,2891,2900
2,4,29,Missouri,1,1,6,30312,30721,32462,34270,36050,37859,40012,42087,44383,46470,48939,50550,50835
2,4,29,Missouri,1,2,0,62536,63174,67746,72291,76819,81648,86696,92416,97947,102886,107504,110740,111586
2,4,29,Missouri,1,2,1,56684,57230,61068,64871,68633,72442,76619,81237,85762,89646,93051,95414,96097
2,4,29,Missouri,1,2,2,2654,2688,2884,3101,3332,3651,3935,4229,4533,4813,5203,5358,5396
2,4,29,Missouri,1,2,3,1127,1147,1280,1437,1593,1874,2027,2339,2527,2803,3154,3382,3395
2,4,29,Missouri,1,2,4,432,432,499,533,555,659,670,734,817,838,866,999,1003
2,4,29,Missouri,1,2,5,179,182,233,288,347,364,420,478,521,567,621,708,712
2,4,29,Missouri,1,2,6,1460,1495,1782,2061,2359,2658,3025,3399,3787,4219,4609,4879,4983
2,4,29,Missouri,2,0,0,2874963,2879787,2895476,2910476,2926556,2942685,2962870,2987563,3007493,3024837,3042021,3055450,3058734
2,4,29,Missouri,2,0,1,2457633,2460399,2468581,2476353,2485251,2493364,2505144,2520531,2533099,2542920,2552370,2559263,2560920
2,4,29,Missouri,2,0,2,337066,338119,341382,344254,347108,350472,353717,357622,360047,362621,365325,367657,368558
2,4,29,Missouri,2,0,3,12680,12739,13015,13183,13462,13666,13937,14123,14303,14604,14737,15050,15094
2,4,29,Missouri,2,0,4,32772,33216,35041,36991,38990,41030,43292,45773,47764,49598,51519,52974,53254
2,4,29,Missouri,2,0,5,1648,1669,1812,2033,2114,2321,2520,2765,2916,3183,3240,3579,3586
2,4,29,Missouri,2,0,6,33164,33645,35645,37662,39631,41832,44260,46749,49364,51911,54830,56927,57322
2,4,29,Missouri,2,1,0,2818879,2823102,2834378,2844939,2856514,2868285,2883596,2902894,2917925,2930706,2943605,2953720,2956265
2,4,29,Missouri,2,1,1,2407506,2409766,2414240,2418280,2423420,2428004,2435961,2447017,2455426,2461661,2467717,2472237,2473327
2,4,29,Missouri,2,1,2,334339,335366,338418,341061,343702,346745,349671,353191,355382,357694,360155,362228,363090
2,4,29,Missouri,2,1,3,11576,11612,11712,11761,11869,11947,11908,11964,12024,12018,12039,12016,12052
2,4,29,Missouri,2,1,4,32351,32795,34592,36516,38440,40444,42671,45034,47002,48784,50652,52100,52378
2,4,29,Missouri,2,1,5,1474,1493,1588,1779,1822,1990,2146,2366,2469,2666,2694,2957,2964
2,4,29,Missouri,2,1,6,31633,32070,33828,35542,37261,39155,41239,43322,45622,47883,50348,52182,52454
2,4,29,Missouri,2,2,0,56084,56685,61098,65537,70042,74400,79274,84669,89568,94131,98416,101730,102469
2,4,29,Missouri,2,2,1,50127,50633,54341,58073,61831,65360,69183,73514,77673,81259,84653,87026,87593
2,4,29,Missouri,2,2,2,2727,2753,2964,3193,3406,3727,4046,4431,4665,4927,5170,5429,5468
2,4,29,Missouri,2,2,3,1104,1127,1303,1422,1593,1719,2029,2159,2279,2586,2698,3034,3042
2,4,29,Missouri,2,2,4,421,421,449,475,550,586,621,739,762,814,867,874,876
2,4,29,Missouri,2,2,5,174,176,224,254,292,331,374,399,447,517,546,622,622
2,4,29,Missouri,2,2,6,1531,1575,1817,2120,2370,2677,3021,3427,3742,4028,4482,4745,4868
4,8,30,Montana,0,0,0,902200,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,989415,990898
4,8,30,Montana,0,0,1,824269,825459,826639,829714,835759,844155,852189,862738,872545,882291,887526,891529,892610
4,8,30,Montana,0,0,2,2813,2797,3154,3372,3619,3863,3899,4107,4192,4282,4354,4215,4205
4,8,30,Montana,0,0,3,56355,56528,57048,57582,58241,58900,59782,60364,61181,61852,62711,63495,63604
4,8,30,Montana,0,0,4,4806,4883,5119,5225,5339,5561,5685,5857,6034,6205,6429,6379,6383
4,8,30,Montana,0,0,5,488,488,538,564,585,642,641,695,731,732,787,734,721
4,8,30,Montana,0,0,6,13469,13618,14463,15210,16087,16888,17906,18931,20023,21053,22175,23063,23375
4,8,30,Montana,0,1,0,884116,885582,887415,891045,897816,907243,915949,927391,938266,949042,955772,960850,961975
4,8,30,Montana,0,1,1,809352,810449,810569,812869,818118,825741,832862,842635,851673,860799,865617,869419,870371
4,8,30,Montana,0,1,2,2575,2559,2871,3047,3251,3476,3482,3674,3740,3824,3883,3779,3754
4,8,30,Montana,0,1,3,54526,54691,55114,55489,55929,56517,57149,57565,58176,58738,59359,59974,60088
4,8,30,Montana,0,1,4,4637,4707,4930,5028,5154,5366,5496,5665,5848,6019,6234,6189,6190
4,8,30,Montana,0,1,5,436,436,483,506,515,569,552,597,629,618,673,617,600
4,8,30,Montana,0,1,6,12590,12740,13448,14106,14849,15574,16408,17255,18200,19044,20006,20872,20972
4,8,30,Montana,0,2,0,18084,18191,19546,20622,21814,22766,24153,25301,26440,27373,28210,28565,28923
4,8,30,Montana,0,2,1,14917,15010,16070,16845,17641,18414,19327,20103,20872,21492,21909,22110,22239
4,8,30,Montana,0,2,2,238,238,283,325,368,387,417,433,452,458,471,436,451
4,8,30,Montana,0,2,3,1829,1837,1934,2093,2312,2383,2633,2799,3005,3114,3352,3521,3516
4,8,30,Montana,0,2,4,169,176,189,197,185,195,189,192,186,186,195,190,193
4,8,30,Montana,0,2,5,52,52,55,58,70,73,89,98,102,114,114,117,121
4,8,30,Montana,0,2,6,879,878,1015,1104,1238,1314,1498,1676,1823,2009,2169,2191,2403
4,8,30,Montana,1,0,0,449477,450348,452278,454955,459514,465009,470322,477351,483767,489938,493860,496667,497502
4,8,30,Montana,1,0,1,410846,411532,412397,414269,417773,422218,426675,432552,437977,443081,445796,447984,448632
4,8,30,Montana,1,0,2,1747,1743,1937,2091,2225,2358,2411,2565,2611,2707,2775,2720,2713
4,8,30,Montana,1,0,3,28030,28124,28360,28606,28983,29344,29611,30012,30379,30639,31084,31453,31512
4,8,30,Montana,1,0,4,1994,2015,2171,2200,2234,2332,2318,2387,2447,2505,2610,2549,2545
4,8,30,Montana,1,0,5,247,247,283,290,316,355,340,387,393,405,442,402,395
4,8,30,Montana,1,0,6,6613,6687,7130,7499,7983,8402,8967,9448,9960,10601,11153,11559,11705
4,8,30,Montana,1,1,0,440377,441194,442425,444569,448502,453485,458070,464455,470378,476042,479554,482183,482838
4,8,30,Montana,1,1,1,403298,403932,404259,405728,408804,412870,416832,422283,427347,432153,434676,436763,437339
4,8,30,Montana,1,1,2,1626,1622,1803,1926,2037,2176,2196,2337,2371,2453,2537,2492,2480
4,8,30,Montana,1,1,3,27115,27207,27391,27587,27854,28151,28328,28622,28946,29151,29436,29708,29769
4,8,30,Montana,1,1,4,1912,1933,2079,2101,2143,2236,2223,2290,2348,2413,2509,2455,2450
4,8,30,Montana,1,1,5,223,223,257,265,281,319,297,339,342,345,382,341,332
4,8,30,Montana,1,1,6,6203,6277,6636,6962,7383,7733,8194,8584,9024,9527,10014,10424,10468
4,8,30,Montana,1,2,0,9100,9154,9853,10386,11012,11524,12252,12896,13389,13896,14306,14484,14664
4,8,30,Montana,1,2,1,7548,7600,8138,8541,8969,9348,9843,10269,10630,10928,11120,11221,11293
4,8,30,Montana,1,2,2,121,121,134,165,188,182,215,228,240,254,238,228,233
4,8,30,Montana,1,2,3,915,917,969,1019,1129,1193,1283,1390,1433,1488,1648,1745,1743
4,8,30,Montana,1,2,4,82,82,92,99,91,96,95,97,99,92,101,94,95
4,8,30,Montana,1,2,5,24,24,26,25,35,36,43,48,51,60,60,61,63
4,8,30,Montana,1,2,6,410,410,494,537,600,669,773,864,936,1074,1139,1135,1237
4,8,30,Montana,2,0,0,452723,453425,454683,456712,460116,465000,469780,475341,480939,486477,490122,492748,493396
4,8,30,Montana,2,0,1,413423,413927,414242,415445,417986,421937,425514,430186,434568,439210,441730,443545,443978
4,8,30,Montana,2,0,2,1066,1054,1217,1281,1394,1505,1488,1542,1581,1575,1579,1495,1492
4,8,30,Montana,2,0,3,28325,28404,28688,28976,29258,29556,30171,30352,30802,31213,31627,32042,32092
4,8,30,Montana,2,0,4,2812,2868,2948,3025,3105,3229,3367,3470,3587,3700,3819,3830,3838
4,8,30,Montana,2,0,5,241,241,255,274,269,287,301,308,338,327,345,332,326
4,8,30,Montana,2,0,6,6856,6931,7333,7711,8104,8486,8939,9483,10063,10452,11022,11504,11670
4,8,30,Montana,2,1,0,443739,444388,444990,446476,449314,453758,457879,462936,467888,473000,476218,478667,479137
4,8,30,Montana,2,1,1,406054,406517,406310,407141,409314,412871,416030,420352,424326,428646,430941,432656,433032
4,8,30,Montana,2,1,2,949,937,1068,1121,1214,1300,1286,1337,1369,1371,1346,1287,1274
4,8,30,Montana,2,1,3,27411,27484,27723,27902,28075,28366,28821,28943,29230,29587,29923,30266,30319
4,8,30,Montana,2,1,4,2725,2774,2851,2927,3011,3130,3273,3375,3500,3606,3725,3734,3740
4,8,30,Montana,2,1,5,213,213,226,241,234,250,255,258,287,273,291,276,268
4,8,30,Montana,2,1,6,6387,6463,6812,7144,7466,7841,8214,8671,9176,9517,9992,10448,10504
4,8,30,Montana,2,2,0,8984,9037,9693,10236,10802,11242,11901,12405,13051,13477,13904,14081,14259
4,8,30,Montana,2,2,1,7369,7410,7932,8304,8672,9066,9484,9834,10242,10564,10789,10889,10946
4,8,30,Montana,2,2,2,117,117,149,160,180,205,202,205,212,204,233,208,218
4,8,30,Montana,2,2,3,914,920,965,1074,1183,1190,1350,1409,1572,1626,1704,1776,1773
4,8,30,Montana,2,2,4,87,94,97,98,94,99,94,95,87,94,94,96,98
4,8,30,Montana,2,2,5,28,28,29,33,35,37,46,50,51,54,54,56,58
4,8,30,Montana,2,2,6,469,468,521,567,638,645,725,812,887,935,1030,1056,1166
2,4,31,Nebraska,0,0,0,1711230,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1826341,1830429
2,4,31,Nebraska,0,0,1,1585587,1587253,1588686,1592778,1598208,1604000,1611295,1616934,1622610,1629008,1639946,1649264,1652413
2,4,31,Nebraska,0,0,2,70045,70299,71746,72870,74415,75843,77334,79189,80643,82903,84684,85971,86242
2,4,31,Nebraska,0,0,3,15628,15767,16485,17053,17723,18474,19280,20319,21165,22480,22862,23418,23451
2,4,31,Nebraska,0,0,4,22528,22816,23748,25028,26259,27369,28294,29115,30100,31152,32247,33322,33486
2,4,31,Nebraska,0,0,5,993,1012,1128,1241,1284,1380,1511,1645,1723,1881,2025,2061,2057
2,4,31,Nebraska,0,0,6,16449,16673,18043,19322,20754,22304,23783,25491,27199,28954,30919,32305,32780
2,4,31,Nebraska,0,1,0,1616811,1618315,1616621,1617298,1620263,1624703,1630030,1634212,1638363,1643675,1651812,1658936,1661674
2,4,31,Nebraska,0,1,1,1497082,1497833,1492809,1490150,1489375,1489908,1492076,1492467,1492993,1493934,1497706,1501707,1503769
2,4,31,Nebraska,0,1,2,68316,68563,69749,70727,72119,73421,74571,76057,77386,79248,80831,81924,82160
2,4,31,Nebraska,0,1,3,13564,13592,13763,13897,13973,14223,14283,14482,14641,14760,14816,14856,14866
2,4,31,Nebraska,0,1,4,22083,22370,23235,24457,25634,26725,27533,28276,29119,30114,31189,32208,32373
2,4,31,Nebraska,0,1,5,685,699,729,776,793,825,886,929,935,1003,1069,993,995
2,4,31,Nebraska,0,1,6,15081,15258,16336,17291,18369,19601,20681,22001,23289,24616,26201,27248,27511
2,4,31,Nebraska,0,2,0,94419,95505,103215,110994,118380,124667,131467,138481,145077,152703,160871,167405,168755
2,4,31,Nebraska,0,2,1,88505,89420,95877,102628,108833,114092,119219,124467,129617,135074,142240,147557,148644
2,4,31,Nebraska,0,2,2,1729,1736,1997,2143,2296,2422,2763,3132,3257,3655,3853,4047,4082
2,4,31,Nebraska,0,2,3,2064,2175,2722,3156,3750,4251,4997,5837,6524,7720,8046,8562,8585
2,4,31,Nebraska,0,2,4,445,446,513,571,625,644,761,839,981,1038,1058,1114,1113
2,4,31,Nebraska,0,2,5,308,313,399,465,491,555,625,716,788,878,956,1068,1062
2,4,31,Nebraska,0,2,6,1368,1415,1707,2031,2385,2703,3102,3490,3910,4338,4718,5057,5269
2,4,31,Nebraska,1,0,0,843327,844840,848628,853489,859281,865386,872029,878006,883334,890564,899064,906296,908513
2,4,31,Nebraska,1,0,1,781580,782588,784034,786493,789706,793410,797449,800512,803363,807093,812810,817836,819565
2,4,31,Nebraska,1,0,2,34654,34805,35575,36202,37187,37876,38796,39848,40550,41898,42988,43697,43843
2,4,31,Nebraska,1,0,3,7710,7788,8179,8540,8817,9188,9639,10255,10730,11377,11553,11749,11768
2,4,31,Nebraska,1,0,4,10864,11002,11429,12109,12688,13212,13652,13998,14398,14932,15435,15983,16053
2,4,31,Nebraska,1,0,5,538,554,612,669,696,726,811,883,936,979,1056,1073,1071
2,4,31,Nebraska,1,0,6,7981,8103,8799,9476,10187,10974,11682,12510,13357,14285,15222,15958,16213
2,4,31,Nebraska,1,1,0,791893,792808,792507,793167,795221,798252,801546,804064,806077,809597,814160,818147,819634
2,4,31,Nebraska,1,1,1,733263,733768,731764,730649,730702,731879,733486,734022,734356,735471,737718,740076,741211
2,4,31,Nebraska,1,1,2,33716,33866,34518,35080,35968,36612,37344,38209,38848,40013,41013,41624,41755
2,4,31,Nebraska,1,1,3,6625,6639,6751,6815,6818,6907,6927,7068,7145,7185,7220,7214,7218
2,4,31,Nebraska,1,1,4,10644,10782,11172,11815,12370,12875,13263,13563,13897,14370,14874,15411,15484
2,4,31,Nebraska,1,1,5,353,367,379,404,423,424,463,486,494,512,552,502,503
2,4,31,Nebraska,1,1,6,7292,7386,7923,8404,8940,9555,10063,10716,11337,12046,12783,13320,13463
2,4,31,Nebraska,1,2,0,51434,52032,56121,60322,64060,67134,70483,73942,77257,80967,84904,88149,88879
2,4,31,Nebraska,1,2,1,48317,48820,52270,55844,59004,61531,63963,66490,69007,71622,75092,77760,78354
2,4,31,Nebraska,1,2,2,938,939,1057,1122,1219,1264,1452,1639,1702,1885,1975,2073,2088
2,4,31,Nebraska,1,2,3,1085,1149,1428,1725,1999,2281,2712,3187,3585,4192,4333,4535,4550
2,4,31,Nebraska,1,2,4,220,220,257,294,318,337,389,435,501,562,561,572,569
